_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c
[Case],5007Q00000ZzkgYQAR,01158161,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.2 Abilitazione e facilitazione migrazione al Cloud,Associazione nuovo dirigente scolastico a istituto,"Salve. Dal 01.09.2023 sono dirigente scolastico presso IC CORTEMAGGIORE codice ICPC805006.
Ho provato ripetutamente ad associarmi a questo istituto ma se entro in PA DIGITALE 2026 appare sempre il mio nome associato a IIS Stanga, codice CRIS00200E che prima dirigevo. Se per dissociarmi devono fare qualcosa all'IIS Stanga, so già che su mia richiesta non lo faranno : Chiedo quindi informazioni dettagliate per procedere. Grazie","<p>Gentile Roberta, grazie per averci contattato. Ti informiamo che occorre preliminarmente aggiornare i dati su IPA del nuovo Rappresentante Legale e successivamente occorre effettuare la procedura di subentro in piattaforma per avere l&#39;utenza attiva, procedura che revocherà l&#39;attuale utenza in quel ruolo. </p><p>Specifichiamo a seguire entrambe le procedure.</p><p><u>Aggiornamento dati su IPA</u></p><p>Ti informiamo che la piattaforma precarica i dati dell&#39;amministrazione presenti nella banca dati IPA. Pertanto, se è necessario modificare il Rappresentante Legale, occorre in primo luogo modificare questi dati su IPA (<a href=""https://indicepa.gov.it/ipa-portale/"" target=""_blank"">https://indicepa.gov.it/ipa-portale/</a>). L’aggiornamento è a carico dell&#39;ente.</p><p>L&#39;Ente che vuole richiedere una modifica deve: </p><p>• cercare il proprio Ente all&#39;interno di IPA; </p><p>• compilare il modulo online fornendo i dati del nuovo referente; </p><p>• verificare i dati contenuti nel modulo di richiesta ricevuto all&#39;indirizzo indicato per il nuovo Referente; </p><p>• inviare dal sistema di protocollo informatico dell&#39;Ente, all&#39;indirizzo <a href=""mailto:ipa@pec-ic.agid.gov.it"" target=""_blank"">ipa@pec-ic.agid.gov.it</a> il modulo ricevuto; </p><p>oppure </p><p>• inviare da una casella di Posta Elettronica Certificata, all&#39;indirizzo <a href=""mailto:ipa@pec-ic.agid.gov.it"" target=""_blank"">ipa@pec-ic.agid.gov.it</a> il modulo ricevuto, firmato con firma digitale qualificata in modalità conforme a quanto previsto dall&#39;art. 47, comma 2 lettera a) del CAD. </p><p>È bene ricordare che per visualizzare su PA digitale 2026 i dati aggiornati a seguito di modifiche su IPA, potrebbero essere necessarie fino a 48 ore. </p><p><br></p><p><u>Subentro in piattaforma</u></p><p>Successivamente all&#39;aggiornamento dei dati su IPA, è necessario attuare una procedura di subentro in piattaforma PA digitale 2026:</p><p>- L&#39;utente subentrante procede ad accedere alla piattaforma con il suo Spid e inserisce i dati della PA in cui vuole subentrare</p><p>- La piattaforma segnalerà che la PA è già attiva e chiederà se si vuole procedere ad un subentro. In tal caso, la piattaforma invierà una PEC di &quot;Conferma subentro&quot; all&#39;indirizzo PEC indicato per l&#39;ente.</p><p>- L&#39;utente subentrante confermerà il subentro tramite un click sull&#39;apposito tasto presente nella PEC di conferma subentro e sarà rimandato alla home page dove procederà a fare l&#39;accesso con le proprie credenziali, al fine di confermare definitivamente il subentro e rimuovere il precedente utente. </p>",,
[Case],5007Q00000ZzkitQAB,01158162,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Strategia di Migrazione,1.1 e 1.2 Multimisura (ASL/AO),Misura 1.2 e Servizi PSN,"Premesso che il Servizio di Migrazione è classificato come CORE nell'ambito dei servizi del Polo Strategico Nazionale (PSN) si chiede se è possibile utilizzare questo servizio per la migrazione verso un Cloud Service Provider (CSP) qualificato o verso CED della PA.
Si chiede inoltre se, come previsto, è OBBLIGATORIO migrare i dati classificati come CRITICI verso il PSN oppure possono essere migrati verso CSP Qualificati che stanno attivando un percorso di Qualificazione per poter ospitare anche dati CRITICI.
Ringrazio anticipatamente
Saluti
MC","<p>Gentile Mario, grazie per averci contattato.</p><p>L&#39;allegato 2 dell&#39;Avviso specifica che in caso di destinazione PSN sono ammissibili i servizi professionali previsti dalla Convenzione sottoscritta tra il DTD e il PSN, tra i quali il servizio migrazione. La candidatura del tuo Ente non prevede come destinazione il PSN per nessuno dei servizi candidati. Ti ricordiamo a tal proposito che l&#39;Avviso in oggetto è un Avviso Multimisura: i dati e i servizi che vengono migrati verso l’infrastruttura PSN, utilizzano le risorse dell’Investimento 1.1, mentre i dati e i servizi che vengono migrati verso infrastrutture della Pubblica Amministrazione adeguate e/o verso soluzioni cloud qualificate (come nel caso della tua candidatura), utilizzano le risorse dell’investimento 1.2.</p><p>In merito alle destinazioni ammissibili per i dati critici, ti informiamo che sono ammissibili sia le Infrastrutture della PA Idonee sia Cloud Qualificati e non è richiesta obbligatoriamente una migrazione verso PSN.</p>",,
[Case],5007Q00000ZzklAQAR,01158358,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.4.5 Digitalizzazione degli avvisi pubblici,Impossibilità ad inviare domanda di erogazione finanziamento,"Gent.mi, abbiamo caricato i documenti firmati come da linee guida ma il pulsante ""Invia"" rimane disabilitato. Inviamo screenshot della pagina compilata. Grazie","<p>Gentile Ranieri, grazie per averci contattato. </p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Ti ricordiamo che è necessario allegare il certificato di regolare esecuzione del RUP firmato digitalmente in formato p7m caricandolo nell&#39;apposita sezione &quot;Documenti RUP e altri allegati&quot;.</span></p>",,
[Case],5007Q00000Zzkw8QAB,01158164,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,Nessuno,RISCONTRO  - Richiesta 00138311,"ERRONEAMENTE , A SEGUITO DELLA VOSTRA RICHIESTA NR   00138311 HO CLICCATO NUOVAMENTE SU COMPLETAMENTO PROGETTO E NON HO PIU' LA POSSIBILITA' DI PROVVEDERE COME DA VOI SEGNALATO SULLA MISURA SPID/CIE","<p>Gentile Francesco, grazie per averci contattato. Ti invitiamo ad attendere la fine dei controlli automatici, da verifiche il dato relativo all&#39;integrazione del protocollo OIDC per CIE sembra essere stato acquisito dalla piattaforma, pertanto le criticità riscontrate nel precedente controllo potrebbero essere state superate. Qualora venissero riscontrate ulteriori criticità nel progetto alla fine dei controlli riceverai un altro messaggio che richiede di effettuare verifiche, altrimenti l&#39;asseverazione andrà avanti.</p>",,
[Case],5007Q00000Zzl5nQAB,01158359,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,,Asseverazione - Ripristino stato Parziale Comune di Capolona 1.2,"Per il Comune di Capolona avviso 1.2 si richiede di riportare l’esito dell’asseverazione in stato Parziale in considerazione della presa di conoscenza ad oggi dell’esistenza della legge regionale (Toscana) 28 dicembre 2011, n. 69 con la quale il servizio Ambiente Rifiuti, presente in candidatura, sembra essere delegato in totalità a terzi. Per cui si rendono necessari ulteriori approfondimenti.","<p>Gentile utente, grazie per averci contattato.  Da verifiche effettuate la misura 1.2 risulta essere in stato rinunciata.</p>",,
[Case],5007Q00000ZzlGhQAJ,01158364,Amministrazione,Altro - Servizi Aggiunti,Tempi e scadenze di realizzazione degli interventi,1.4.5 Digitalizzazione degli avvisi pubblici,Richiesta di proroga scadenza completamento progetto.,"In allegato si invia la nota della ditta fornitrice, inviata da parte dell'Ente al partner tecnologico, in cui viene espressa l’impossibilità di completamento del progetto dato il mancato passaggio dei dati richiesti.","<p>Gentile Michele, grazie per averci contattato. Ti confermiamo che la richiesta di proroga è stata approvata in data 06/12/2023 e pertanto il nuovo termine per il completamento delle attività è fissato al <span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">03/02/2024.</span></p>",,
[Case],5007Q00000ZzlKEQAZ,01158362,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,,Territorio - linee guida da sito obsolete,"Dal seguente link, raggiungibile dal sito esterno, sono scaricabili le linee guida di marzo: https://innovazione.gov.it/notizie/articoli/pa-digitale-2026-aggiornate-le-linee-guida-per-le-pa-locali/",,,
[Case],5007Q00000ZzlKdQAJ,01158363,Amministrazione,Altro - Servizi Aggiunti,Tempi e scadenze di realizzazione degli interventi,1.1 e 1.2 Multimisura (ASL/AO),Attività di caricamento dei contratti,"Mancando 15 giorni solari alla scadenza dell'attività in oggetto, con la presente si chiede se per tale attività si possa anche intendere il caricamento del provvedimento dell'Amministrazione (Delibera del Direttore Generale) con il quale si approva il Progetto dei Fabbisogni del System Integrator (PSN), atteso che i tempi burocratici legati alla stipula di fideiussione non consentono di stipulare il contratto conseguente al provvedimento sopra menzionato. In caso di risposta negativa, lo scrivente dovrà procedere con richiesta di proroga.","<p>Gentile Francesco, grazie per averci contattato.</p><p>Ti informiamo in premessa che il servizio di supporto PA Digitale 2026 non ha la competenza di pre-valutare la documentazione di partecipazione. La validità della documentazione potrà essere accertata esclusivamente in fase di asseverazione formale e controlli a campione.</p><p>Ti ricordiamo in ogni caso che nello step 3 del progetto è necessario che l&#39;Ente carichi un contratto/una determina di acquisizione o un ordine di servizio. </p><p>Ti informiamo altresì che è possibile integrare/rettificare le informazioni e la documentazione inserite negli step 1, 2 e 3 del progetto fino al completamento del progetto, anche successivamente al completamento della fase di contrattualizzazione.</p><p>Questa documentazione aggiuntiva e/o le eventuali rettifiche inserite dopo la scadenza della fase di contrattualizzazione, non apporteranno modifiche al cronoprogramma. </p>",,
[Case],5007Q00000ZzlhIQAR,01158369,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.4.1 Esperienza dei servizi pubblici,Asseverazione sito web in lavorazione,"Gent.mi,
in merito alla fase di asseverazione del Sito Web del Liceo Augusto Righi di Bologna - Codice meccanografico BOPS01000V - in lavorazione da alcuni mesi, si chiede se si riscontrano particolari problemi.
Si ringrazia anticipatamente per l'attenzione e si porgono cordiali saluti.
Angela Rita Iovino","<p>Gentile Angela Rita, grazie per averci contattato.</p><p>Ti informiamo che non esiste una tempistica standard per il termine della fase di verifica relativa all&#39;asseverazione e non siamo in grado di fornirti ulteriori informazioni in merito alla durata di queste attività di verifica. Ti invitiamo ad attendere.</p>",,
[Case],5007Q00000ZzmSKQAZ,01158417,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.2 Abilitazione e facilitazione migrazione al Cloud,Tempistiche approvazione piano di migrazione,"Buonasera, in data 07/11/23 abbiamo trasmesso il piano di migrazione aggiornato a seguito di ritiro del progetto 1.2 per variazione dei servizi. Ad oggi risulta ancora in verifica, con l'impossibilità di procedere alla presentazione di una nuova candidatura per l'azione 1.2. Si chiede come poter procedere.

Cordiali saluti","<p>Gentile William, grazie per averci contattato.</p><p>Ti informiamo che il Piano di migrazione nello stato &quot;in verifica&quot; non impedisce l&#39;invio di una nuova candidatura per l&#39;Avviso 1.2. Chiaramente ci saranno dei vincoli nella composizione del pacchetto, sulla base di quanto indicato nello stesso Piano.</p><p>Ti ricordiamo che per la presentazione della candidatura dovrai procedere dalla scrivania nella sezione &quot;gli avvisi dedicati alla tua PA&quot;.</p><p>Per la validazione del Piano di migrazione, invece, sarà necessario attendere la relativa comunicazione oppure l&#39;approvazione per silenzio assenso dopo 60 giorni dall&#39;invio del Piano.</p>",,
[Case],5007Q00000ZzmeKQAR,01158418,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.2 Abilitazione e facilitazione migrazione al Cloud,MODALITA' DI COMPILAZIONE FORM PER LA RICHIESTA DI  FINANZIAMENTO,"Si richiede nuovamente supporto per il completamento della procedura nella sezione ""Richiesta Finanziamento""
Siamo un istituto scolastico, l'istituto comprensivo zagarolo codice meccanogradio RMIC8A600D.
DA UN PRECEDENTE RISPOSTA risulta che bisogna indicare nella sezione del conto corrente quello della Banca di iTALIA da intendersi come conto corrente di tesoreria unica. Si richiede di precisare se sia da considerare valido il conto corrente già risultante in piattaforma TU-348-315752
Si richiede altresì quale opzioni scegliere tra quelle disponibili nel menù a tendina:
-Consulenza Informatica
-Altre consulenze
-Altri fondi da ripartire
-Manutenzione straordinaria di Sotware

Si ringrazia","<p>Gentile Rosa, grazie per averci contattato.</p><p>Occorre scegliere il codice più opportuno in relazione all’Avviso di riferimento tra quelli disponibili nel menù a tendina:</p><p>Cod. 36 “Consulenza Informatica”</p><p>Cod. 39 “Altre Consulenze”</p><p>Cod. 205 “Altri fondi da ripartire”</p><p>Cod. 277 “Manutenzione straordinaria di software”</p>",,
[Case],5007Q00000Zzo5IQAR,01158419,Amministrazione,Altro - Servizi Aggiunti,Tempi e scadenze di realizzazione degli interventi,1.1 e 1.2 Multimisura (ASL/AO),Abbiamo chiesto posticipo di 60 gg termini per contrattualizzazione fornitori - non abbiamo avuto risposta su portale,"Alla Cortese Attenzione di Pietro Disi e Davide D'Aprile,

abbiamo presentato su portale richiesta di posticipo termini contrattualizzazione fornitori di 60 gg per Progetto Multimisura 1.1 e 1.2 'Infrastrutture digitali e abilitazione al cloud' - ASL/AO (marzo 2023) - M1C1 PNRR FINANZIATO DALL'UNIONE EUROPEA – NextGenerationEU” – CUP “J81C23000660006”. ASL n. 1 di Sassari.
L'istanza risulta in valutazione.
Aspettiamo cortese riscontro,
Cordiali Saluti
Matteo Tamponi
Direttore SC Flussi Informativi e Tecnologhie Sanitarie ASL n. 1 di Sassari","<p>Gentile Matteo, grazie per averci contattato. Ti informiamo che la richiesta di proroga è stata correttamente inviata ed è tuttora in valutazione. Ti invitiamo ad attendere l&#39;esito. </p>",,
[Case],5007Q00000ZzoNbQAJ,01158420,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.3 Adozione pagoPA,file caricati in file di contrattazione,"Buongiorno, 
come faccio a ritrovare i file che ho caricato in file di contrattualizzazione?
All'interno del fac simile del certificato di regolare esecuzione chiede i nomi dei file caricati all'interno del portale, ma non riesco a ritrovarli e vorrei verificare le denominazioni. grazie se potrete aiutarmi","<p>Gentile Nicole, grazie per averci contattato. Una nuova funzionalità della piattaforma consente all&#39;ente di vedere la documentazione caricata nella pagina principale di progetto. Ti invitiamo a consultare tale sezione per la visualizzazione dei documenti caricati. Nel caso non riuscissi a visualizzare la documentazione, ti invitiamo ad aprire una nuova richiesta di assistenza allegando screenshot della vista della pagina principale del progetto dove non appaiono i file. </p>",,
[Case],5007Q00000ZzoT5QAJ,01158421,Amministrazione,Altro - Servizi Aggiunti,Tempi e scadenze di candidatura,1.2 Abilitazione e facilitazione migrazione al Cloud,Ammissione candidatura 1.2,"Buongiorno, in data 16/11/23 ho presentato domanda di ammissione alla candidatura, ma non ho ancora ricevuto PEC per la richiesta del CUP e la finalizzazione della stessa. Essendo trascorsi 20 giorni dalla sua presentazione, vi chiedo le tempistiche per l'ammissione. In attesa di riscontro, 
Cordiali saluti
La DS dell'IC Galluzzo
Maria Teresa Frassetti","<p>Gentile Maria Teresa, grazie per averci contattato. Ti informiamo che gli esiti saranno comunicati a breve, a partire dal 12/12/2023. Inoltre, troverai la lista degli enti ammessi nella pagina relativa dell&#39;avviso, raggiungibile al seguente link: <a href=""https://areariservata.padigitale2026.gov.it/Pa_digitale2026_dettagli_avviso?id=a017Q00001MQRHgQAP"" target=""_blank"">Dettagli Avviso - PA Digitale 2026</a></p><p>Ti invitiamo ad attendere l&#39;esito. </p>",,
